t,wx,wy,wz
41.28,-0.2726965,0.1735613,0.0
41.29,-0.2726965,0.1735613,0.0
41.300000000000004,-0.2726965,0.1735613,0.0
41.31,-0.2726965,0.1735613,0.0
41.32,-0.2726965,0.1735613,0.0
41.33,-0.2726965,0.1735613,0.0
41.34,-0.2726965,0.1735613,0.0
41.35,-0.2726965,0.1735613,0.0
41.36,-0.2726965,0.1735613,0.0
41.37,-0.2726965,0.1735613,0.0
41.38,-0.2726965,0.1735613,0.0
41.39,-0.2726965,0.1735613,0.0
41.4,-0.2726965,0.1735613,0.0
41.410000000000004,-0.2726965,0.1735613,0.0
41.42,-0.2726965,0.1735613,0.0
41.43,-0.2726965,0.1735613,0.0
41.44,-0.2726965,0.1735613,0.0
41.45,-0.2726965,0.1735613,0.0
41.46,-0.2726965,0.1735613,0.0
41.47,-0.2726965,0.1735613,0.0
41.480000000000004,-0.2726965,0.1735613,0.0
41.49,-0.2726965,0.1735613,0.0
41.5,-0.2726965,0.1735613,0.0
41.51,-0.2726965,0.1735613,0.0
41.52,-0.2726965,0.1735613,0.0
41.53,-0.2726965,0.1735613,0.0
41.54,-0.2726965,0.1735613,0.0
41.550000000000004,-0.2726965,0.1735613,0.0
41.56,-0.2726965,0.1735613,0.0
41.57,-0.2726965,0.1735613,0.0
41.58,-0.2726965,0.1735613,0.0
41.59,-0.2726965,0.1735613,0.0
41.6,-0.2726965,0.1735613,0.0
41.61,-0.2726965,0.1735613,0.0
41.62,-0.2726965,0.1735613,0.0
41.63,-0.2726965,0.1735613,0.0
41.64,-0.2726965,0.1735613,0.0
41.65,-0.2726965,0.1735613,0.0
41.660000000000004,-0.2726965,0.1735613,0.0
41.67,-0.2726965,0.1735613,0.0
41.68,-0.2726965,0.1735613,0.0
41.69,-0.2726965,0.1735613,0.0
41.7,-0.2726965,0.1735613,0.0
41.71,-0.2726965,0.1735613,0.0
41.72,-0.2726965,0.1735613,0.0
41.730000000000004,-0.2726965,0.1735613,0.0
41.74,-0.2726965,0.1735613,0.0
41.75,-0.2726965,0.1735613,0.0
41.76,-0.2726965,0.1735613,0.0
41.77,-0.2726965,0.1735613,0.0
41.78,-0.2726965,0.1735613,0.0
41.79,-0.2726965,0.1735613,0.0
41.800000000000004,-0.2726965,0.1735613,0.0
41.81,-0.2726965,0.1735613,0.0
41.82,-0.2726965,0.1735613,0.0
41.83,-0.2726965,0.1735613,0.0
41.84,-0.2726965,0.1735613,0.0
41.85,-0.2726965,0.1735613,0.0
41.86,-0.2726965,0.1735613,0.0
41.87,-0.2726965,0.1735613,0.0
41.88,-0.2726965,0.1735613,0.0
41.89,-0.2726965,0.1735613,0.0
41.9,-0.2726965,0.1735613,0.0
41.910000000000004,-0.2726965,0.1735613,0.0
41.92,-0.2726965,0.1735613,0.0
41.93,-0.2726965,0.1735613,0.0
41.94,-0.2726965,0.1735613,0.0
41.95,-0.2726965,0.1735613,0.0
41.96,-0.2726965,0.1735613,0.0
41.97,-0.2726965,0.1735613,0.0
41.980000000000004,-0.2726965,0.1735613,0.0
41.99,-0.2726965,0.1735613,0.0
42.0,-0.2726965,0.1735613,0.0
42.01,-0.2726965,0.1735613,0.0
42.02,-0.2726965,0.1735613,0.0
42.03,-0.2726965,0.1735613,0.0
42.04,-0.2726965,0.1735613,0.0
42.050000000000004,-0.2726965,0.1735613,0.0
42.06,-0.2726965,0.1735613,0.0
42.07,-0.2726965,0.1735613,0.0
42.08,-0.2726965,0.1735613,0.0
42.09,-0.2726965,0.1735613,0.0
42.1,-0.2726965,0.1735613,0.0
42.11,-0.2726965,0.1735613,0.0
42.12,-0.2726965,0.1735613,0.0
42.13,-0.2726965,0.1735613,0.0
42.14,-0.2726965,0.1735613,0.0
42.15,-0.2726965,0.1735613,0.0
42.160000000000004,-0.2726965,0.1735613,0.0
42.17,-0.2726965,0.1735613,0.0
42.18,-0.2726965,0.1735613,0.0
42.19,-0.2726965,0.1735613,0.0
42.2,-0.2726965,0.1735613,0.0
42.21,-0.2726965,0.1735613,0.0
42.22,-0.2726965,0.1735613,0.0
42.230000000000004,-0.2726965,0.1735613,0.0
42.24,-0.2726965,0.1735613,0.0
42.25,-0.2726965,0.1735613,0.0
42.26,-0.2726965,0.1735613,0.0
42.27,-0.2726965,0.1735613,0.0
42.28,-0.2726965,0.1735613,0.0
42.29,-0.2726965,0.1735613,0.0
42.300000000000004,-0.2726965,0.1735613,0.0
42.31,-0.2726965,0.1735613,0.0
42.32,-0.2726965,0.1735613,0.0
42.33,-0.2726965,0.1735613,0.0
42.34,-0.2726965,0.1735613,0.0
42.35,-0.2726965,0.1735613,0.0
42.36,-0.2726965,0.1735613,0.0
42.37,-0.2726965,0.1735613,0.0
42.38,-0.2726965,0.1735613,0.0
42.39,-0.2726965,0.1735613,0.0
42.4,-0.2726965,0.1735613,0.0
42.410000000000004,-0.2726965,0.1735613,0.0
42.42,-0.2726965,0.1735613,0.0
42.43,-0.2726965,0.1735613,0.0
42.44,-0.2726965,0.1735613,0.0
42.45,-0.2726965,0.1735613,0.0
42.46,-0.2726965,0.1735613,0.0
42.47,-0.2726965,0.1735613,0.0
42.480000000000004,-0.2726965,0.1735613,0.0
42.49,-0.2726965,0.1735613,0.0
42.5,-0.2726965,0.1735613,0.0
42.51,-0.2726965,0.1735613,0.0
42.52,-0.2726965,0.1735613,0.0
42.53,-0.2726965,0.1735613,0.0
42.54,-0.2726965,0.1735613,0.0
42.550000000000004,-0.2726965,0.1735613,0.0
42.56,-0.2726965,0.1735613,0.0
42.57,-0.2726965,0.1735613,0.0
42.58,-0.2726965,0.1735613,0.0
42.59,-0.2726965,0.1735613,0.0
42.6,-0.2726965,0.1735613,0.0
42.61,-0.2726965,0.1735613,0.0
42.62,-0.2726965,0.1735613,0.0
42.63,-0.2726965,0.1735613,0.0
42.64,-0.2726965,0.1735613,0.0
42.65,-0.2726965,0.1735613,0.0
42.660000000000004,-0.2726965,0.1735613,0.0
42.67,-0.2726965,0.1735613,0.0
42.68,-0.2726965,0.1735613,0.0
42.69,-0.2726965,0.1735613,0.0
42.7,-0.2726965,0.1735613,0.0
42.71,-0.2726965,0.1735613,0.0
42.72,-0.2726965,0.1735613,0.0
42.730000000000004,-0.2726965,0.1735613,0.0
42.74,-0.2726965,0.1735613,0.0
42.75,-0.2726965,0.1735613,0.0
42.76,-0.2726965,0.1735613,0.0
42.77,-0.2726965,0.1735613,0.0
42.78,-0.2726965,0.1735613,0.0
42.79,-0.2726965,0.1735613,0.0
42.800000000000004,-0.2726965,0.1735613,0.0
42.81,-0.2726965,0.1735613,0.0
42.82,-0.2726965,0.1735613,0.0
42.83,-0.2726965,0.1735613,0.0
42.84,-0.2726965,0.1735613,0.0
42.85,-0.2726965,0.1735613,0.0
42.86,-0.2726965,0.1735613,0.0
42.87,-0.2726965,0.1735613,0.0
42.88,-0.2726965,0.1735613,0.0
42.89,-0.2726965,0.1735613,0.0
42.9,-0.2726965,0.1735613,0.0
42.910000000000004,-0.2726965,0.1735613,0.0
42.92,-0.2726965,0.1735613,0.0
42.93,-0.2726965,0.1735613,0.0
42.94,-0.2726965,0.1735613,0.0
42.95,-0.2726965,0.1735613,0.0
42.96,-0.2726965,0.1735613,0.0
42.97,-0.2726965,0.1735613,0.0
42.980000000000004,-0.2726965,0.1735613,0.0
42.99,-0.2726965,0.1735613,0.0
43.0,-0.2726965,0.1735613,0.0
43.01,-0.2726965,0.1735613,0.0
43.02,-0.2726965,0.1735613,0.0
43.03,-0.2726965,0.1735613,0.0
43.04,-0.2726965,0.1735613,0.0
43.050000000000004,-0.2726965,0.1735613,0.0
43.06,-0.2726965,0.1735613,0.0
43.07,-0.2726965,0.1735613,0.0
43.08,-0.2726965,0.1735613,0.0
43.09,-0.2726965,0.1735613,0.0
43.1,-0.2726965,0.1735613,0.0
43.11,-0.2726965,0.1735613,0.0
43.12,-0.2726965,0.1735613,0.0
43.13,-0.2726965,0.1735613,0.0
43.14,-0.2726965,0.1735613,0.0
43.15,-0.2726965,0.1735613,0.0
43.160000000000004,-0.2726965,0.1735613,0.0
43.17,-0.2726965,0.1735613,0.0
43.18,-0.2726965,0.1735613,0.0
43.19,-0.2726965,0.1735613,0.0
43.2,-0.2726965,0.1735613,0.0
43.21,-0.2726965,0.1735613,0.0
43.22,-0.2726965,0.1735613,0.0
43.230000000000004,-0.2726965,0.1735613,0.0
43.24,-0.2726965,0.1735613,0.0
43.25,-0.2726965,0.1735613,0.0
43.26,-0.2726965,0.1735613,0.0
43.27,-0.2726965,0.1735613,0.0
43.28,-0.2726965,0.1735613,0.0
43.29,-0.2726965,0.1735613,0.0
43.300000000000004,-0.2726965,0.1735613,0.0
43.31,-0.2726965,0.1735613,0.0
43.32,-0.2726965,0.1735613,0.0
43.33,-0.2726965,0.1735613,0.0
43.34,-0.2726965,0.1735613,0.0
43.35,-0.2726965,0.1735613,0.0
43.36,-0.2726965,0.1735613,0.0
43.37,-0.2726965,0.1735613,0.0
43.38,-0.2726965,0.1735613,0.0
43.39,-0.2726965,0.1735613,0.0
43.4,-0.2726965,0.1735613,0.0
43.410000000000004,-0.2726965,0.1735613,0.0
43.42,-0.2726965,0.1735613,0.0
43.43,-0.2726965,0.1735613,0.0
43.44,-0.2726965,0.1735613,0.0
43.45,-0.2726965,0.1735613,0.0
43.46,-0.2726965,0.1735613,0.0
43.47,-0.2726965,0.1735613,0.0
43.480000000000004,-0.2726965,0.1735613,0.0
43.49,-0.2726965,0.1735613,0.0
43.5,-0.2726965,0.1735613,0.0
43.51,-0.2726965,0.1735613,0.0
43.52,-0.2726965,0.1735613,0.0
43.53,-0.2726965,0.1735613,0.0
43.54,-0.2726965,0.1735613,0.0
43.550000000000004,-0.2726965,0.1735613,0.0
43.56,-0.2726965,0.1735613,0.0
43.57,-0.2726965,0.1735613,0.0
43.58,-0.2726965,0.1735613,0.0
43.59,-0.2726965,0.1735613,0.0
43.6,-0.2726965,0.1735613,0.0
43.61,-0.2726965,0.1735613,0.0
43.62,-0.2726965,0.1735613,0.0
43.63,-0.2726965,0.1735613,0.0
43.64,-0.2726965,0.1735613,0.0
43.65,-0.2726965,0.1735613,0.0
43.660000000000004,-0.2726965,0.1735613,0.0
43.67,-0.2726965,0.1735613,0.0
43.68,-0.2726965,0.1735613,0.0
43.69,-0.2726965,0.1735613,0.0
43.7,-0.2726965,0.1735613,0.0
43.71,-0.2726965,0.1735613,0.0
43.72,-0.2726965,0.1735613,0.0
43.730000000000004,-0.2726965,0.1735613,0.0
43.74,-0.2726965,0.1735613,0.0
43.75,-0.2726965,0.1735613,0.0
43.76,-0.2726965,0.1735613,0.0
43.77,-0.2726965,0.1735613,0.0
43.78,-0.2726965,0.1735613,0.0
43.79,-0.2726965,0.1735613,0.0
43.800000000000004,-0.2726965,0.1735613,0.0
43.81,-0.2726965,0.1735613,0.0
43.82,-0.2726965,0.1735613,0.0
43.83,-0.2726965,0.1735613,0.0
43.84,-0.2726965,0.1735613,0.0
43.85,-0.2726965,0.1735613,0.0
43.86,-0.2726965,0.1735613,0.0
43.87,-0.2726965,0.1735613,0.0
43.88,-0.2726965,0.1735613,0.0
43.89,-0.2726965,0.1735613,0.0
43.9,-0.2726965,0.1735613,0.0
43.910000000000004,-0.2726965,0.1735613,0.0
43.92,-0.2726965,0.1735613,0.0
43.93,-0.2726965,0.1735613,0.0
43.94,-0.2726965,0.1735613,0.0
43.95,-0.2726965,0.1735613,0.0
43.96,-0.2726965,0.1735613,0.0
43.97,-0.2726965,0.1735613,0.0
43.980000000000004,-0.2726965,0.1735613,0.0
43.99,-0.2726965,0.1735613,0.0
44.0,-0.2726965,0.1735613,0.0
44.01,-0.2726965,0.1735613,0.0
44.02,-0.2726965,0.1735613,0.0
44.03,-0.2726965,0.1735613,0.0
44.04,-0.2726965,0.1735613,0.0
44.050000000000004,-0.2726965,0.1735613,0.0
44.06,-0.2726965,0.1735613,0.0
44.07,-0.2726965,0.1735613,0.0
44.08,-0.2726965,0.1735613,0.0
44.09,-0.2726965,0.1735613,0.0
44.1,-0.2726965,0.1735613,0.0
44.11,-0.2726965,0.1735613,0.0
44.12,-0.2726965,0.1735613,0.0
44.13,-0.2726965,0.1735613,0.0
44.14,-0.2726965,0.1735613,0.0
44.15,-0.2726965,0.1735613,0.0
44.160000000000004,-0.2726965,0.1735613,0.0
44.17,-0.2726965,0.1735613,0.0
44.18,-0.2726965,0.1735613,0.0
44.19,-0.2726965,0.1735613,0.0
44.2,-0.2726965,0.1735613,0.0
44.21,-0.2726965,0.1735613,0.0
44.22,-0.2726965,0.1735613,0.0
44.230000000000004,-0.2726965,0.1735613,0.0
44.24,-0.2726965,0.1735613,0.0
44.25,-0.2726965,0.1735613,0.0
44.26,-0.2726965,0.1735613,0.0
44.27,-0.2726965,0.1735613,0.0
44.28,-0.2726965,0.1735613,0.0
44.29,-0.2726965,0.1735613,0.0
44.300000000000004,-0.2726965,0.1735613,0.0
44.31,-0.2726965,0.1735613,0.0
44.32,-0.2726965,0.1735613,0.0
44.33,-0.2726965,0.1735613,0.0
44.34,-0.2726965,0.1735613,0.0
44.35,-0.2726965,0.1735613,0.0
44.36,-0.2726965,0.1735613,0.0
44.37,-0.2726965,0.1735613,0.0
44.38,-0.2726965,0.1735613,0.0
44.39,-0.2726965,0.1735613,0.0
44.4,-0.2726965,0.1735613,0.0
44.410000000000004,-0.2726965,0.1735613,0.0
44.42,-0.2726965,0.1735613,0.0
44.43,-0.2726965,0.1735613,0.0
44.44,-0.2726965,0.1735613,0.0
44.45,-0.2726965,0.1735613,0.0
44.46,-0.2726965,0.1735613,0.0
44.47,-0.2726965,0.1735613,0.0
44.480000000000004,-0.2726965,0.1735613,0.0
44.49,-0.2726965,0.1735613,0.0
44.5,-0.2726965,0.1735613,0.0
44.51,-0.2726965,0.1735613,0.0
44.52,-0.2726965,0.1735613,0.0
44.53,-0.2726965,0.1735613,0.0
44.54,-0.2726965,0.1735613,0.0
44.550000000000004,-0.2726965,0.1735613,0.0
44.56,-0.2726965,0.1735613,0.0
44.57,-0.2726965,0.1735613,0.0
44.58,-0.2726965,0.1735613,0.0
44.59,-0.2726965,0.1735613,0.0
44.6,-0.2726965,0.1735613,0.0
44.61,-0.2726965,0.1735613,0.0
44.62,-0.2726965,0.1735613,0.0
44.63,-0.2726965,0.1735613,0.0
44.64,-0.2726965,0.1735613,0.0
44.65,-0.2726965,0.1735613,0.0
44.660000000000004,-0.2726965,0.1735613,0.0
44.67,-0.2726965,0.1735613,0.0
44.68,-0.2726965,0.1735613,0.0
44.69,-0.2726965,0.1735613,0.0
44.7,-0.2726965,0.1735613,0.0
44.71,-0.2726965,0.1735613,0.0
44.72,-0.2726965,0.1735613,0.0
44.730000000000004,-0.2726965,0.1735613,0.0
44.74,-0.2726965,0.1735613,0.0
44.75,-0.2726965,0.1735613,0.0
44.76,-0.2726965,0.1735613,0.0
44.77,-0.2726965,0.1735613,0.0
44.78,-0.2726965,0.1735613,0.0
44.79,-0.2726965,0.1735613,0.0
44.800000000000004,-0.2726965,0.1735613,0.0
44.81,-0.2726965,0.1735613,0.0
44.82,-0.2726965,0.1735613,0.0
44.83,-0.2726965,0.1735613,0.0
44.84,-0.2726965,0.1735613,0.0
44.85,-0.2726965,0.1735613,0.0
44.86,-0.2726965,0.1735613,0.0
44.87,-0.2726965,0.1735613,0.0
44.88,-0.2726965,0.1735613,0.0
44.89,-0.2726965,0.1735613,0.0
44.9,-0.2726965,0.1735613,0.0
44.910000000000004,-0.2726965,0.1735613,0.0
44.92,-0.2726965,0.1735613,0.0
44.93,-0.2726965,0.1735613,0.0
44.94,-0.2726965,0.1735613,0.0
44.95,-0.2726965,0.1735613,0.0
44.96,-0.2726965,0.1735613,0.0
44.97,-0.2726965,0.1735613,0.0
44.980000000000004,-0.2726965,0.1735613,0.0
44.99,-0.2726965,0.1735613,0.0
45.0,-0.2726965,0.1735613,0.0
45.01,-0.2726965,0.1735613,0.0
45.02,-0.2726965,0.1735613,0.0
45.03,-0.2726965,0.1735613,0.0
45.04,-0.2726965,0.1735613,0.0
45.050000000000004,-0.2726965,0.1735613,0.0
45.06,-0.2726965,0.1735613,0.0
45.07,-0.2726965,0.1735613,0.0
45.08,-0.2726965,0.1735613,0.0
45.09,-0.2726965,0.1735613,0.0
45.1,-0.2726965,0.1735613,0.0
45.11,-0.2726965,0.1735613,0.0
45.12,-0.2726965,0.1735613,0.0
45.13,-0.2726965,0.1735613,0.0
45.14,-0.2726965,0.1735613,0.0
45.15,-0.2726965,0.1735613,0.0
45.160000000000004,-0.2726965,0.1735613,0.0
45.17,-0.2726965,0.1735613,0.0
45.18,-0.2726965,0.1735613,0.0
45.19,-0.2726965,0.1735613,0.0
45.2,-0.2726965,0.1735613,0.0
45.21,-0.2726965,0.1735613,0.0
45.22,-0.2726965,0.1735613,0.0
45.230000000000004,-0.2726965,0.1735613,0.0
45.24,-0.2726965,0.1735613,0.0
45.25,-0.2726965,0.1735613,0.0
45.26,-0.2726965,0.1735613,0.0
45.27,-0.2726965,0.1735613,0.0
45.28,-0.2726965,0.1735613,0.0
45.29,-0.2726965,0.1735613,0.0
45.300000000000004,-0.2726965,0.1735613,0.0
45.31,-0.2726965,0.1735613,0.0
45.32,-0.2726965,0.1735613,0.0
45.33,-0.2726965,0.1735613,0.0
45.34,-0.2726965,0.1735613,0.0
45.35,-0.2726965,0.1735613,0.0
45.36,-0.2726965,0.1735613,0.0
45.37,-0.2726965,0.1735613,0.0
45.38,-0.2726965,0.1735613,0.0
45.39,-0.2726965,0.1735613,0.0
45.4,-0.2726965,0.1735613,0.0
45.410000000000004,-0.2726965,0.1735613,0.0
45.42,-0.2726965,0.1735613,0.0
45.43,-0.2726965,0.1735613,0.0
45.44,-0.2726965,0.1735613,0.0
45.45,-0.2726965,0.1735613,0.0
45.46,-0.2726965,0.1735613,0.0
45.47,-0.2726965,0.1735613,0.0
45.480000000000004,-0.2726965,0.1735613,0.0
45.49,-0.2726965,0.1735613,0.0
45.5,-0.2726965,0.1735613,0.0
45.51,-0.2726965,0.1735613,0.0
45.52,-0.2726965,0.1735613,0.0
45.53,-0.2726965,0.1735613,0.0
45.54,-0.2726965,0.1735613,0.0
45.550000000000004,-0.2726965,0.1735613,0.0
45.56,-0.2726965,0.1735613,0.0
45.57,-0.2726965,0.1735613,0.0
45.58,-0.2726965,0.1735613,0.0
45.59,-0.2726965,0.1735613,0.0
45.6,-0.2726965,0.1735613,0.0
45.61,-0.2726965,0.1735613,0.0
45.62,-0.2726965,0.1735613,0.0
45.63,-0.2726965,0.1735613,0.0
45.64,-0.2726965,0.1735613,0.0
45.65,-0.2726965,0.1735613,0.0
45.660000000000004,-0.2726965,0.1735613,0.0
45.67,-0.2726965,0.1735613,0.0
45.68,-0.2726965,0.1735613,0.0
45.69,-0.2726965,0.1735613,0.0
45.7,-0.2726965,0.1735613,0.0
45.71,-0.2726965,0.1735613,0.0
45.72,-0.2726965,0.1735613,0.0
45.730000000000004,-0.2726965,0.1735613,0.0
45.74,-0.2726965,0.1735613,0.0
45.75,-0.2726965,0.1735613,0.0
45.76,-0.2726965,0.1735613,0.0
45.77,-0.2726965,0.1735613,0.0
45.78,-0.2726965,0.1735613,0.0
45.79,-0.2726965,0.1735613,0.0
45.800000000000004,-0.2726965,0.1735613,0.0
45.81,-0.2726965,0.1735613,0.0
45.82,-0.2726965,0.1735613,0.0
45.83,-0.2726965,0.1735613,0.0
45.84,-0.2726965,0.1735613,0.0
45.85,-0.2726965,0.1735613,0.0
45.86,-0.2726965,0.1735613,0.0
45.87,-0.2726965,0.1735613,0.0
45.88,-0.2726965,0.1735613,0.0
45.89,-0.2726965,0.1735613,0.0
45.9,-0.2726965,0.1735613,0.0
45.910000000000004,-0.2726965,0.1735613,0.0
45.92,-0.2726965,0.1735613,0.0
45.93,-0.2726965,0.1735613,0.0
45.94,-0.2726965,0.1735613,0.0
45.95,-0.2726965,0.1735613,0.0
45.96,-0.2726965,0.1735613,0.0
45.97,-0.2726965,0.1735613,0.0
45.980000000000004,-0.2726965,0.1735613,0.0
45.99,-0.2726965,0.1735613,0.0
46.0,-0.2726965,0.1735613,0.0
46.01,-0.2726965,0.1735613,0.0
46.02,-0.2726965,0.1735613,0.0
46.03,-0.2726965,0.1735613,0.0
46.04,-0.2726965,0.1735613,0.0
46.050000000000004,-0.2726965,0.1735613,0.0
46.06,-0.2726965,0.1735613,0.0
46.07,-0.2726965,0.1735613,0.0
46.08,-0.2726965,0.1735613,0.0
46.09,-0.2726965,0.1735613,0.0
46.1,-0.2726965,0.1735613,0.0
46.11,-0.2726965,0.1735613,0.0
46.12,-0.2726965,0.1735613,0.0
46.13,-0.2726965,0.1735613,0.0
46.14,-0.2726965,0.1735613,0.0
46.15,-0.2726965,0.1735613,0.0
46.160000000000004,-0.2726965,0.1735613,0.0
46.17,-0.2726965,0.1735613,0.0
46.18,-0.2726965,0.1735613,0.0
46.19,-0.2726965,0.1735613,0.0
46.2,-0.2726965,0.1735613,0.0
46.21,-0.2726965,0.1735613,0.0
46.22,-0.2726965,0.1735613,0.0
46.230000000000004,-0.2726965,0.1735613,0.0
46.24,-0.2726965,0.1735613,0.0
46.25,-0.2726965,0.1735613,0.0
46.26,-0.2726965,0.1735613,0.0
46.27,-0.2726965,0.1735613,0.0
46.28,-0.2726965,0.1735613,0.0
46.29,-0.2726965,0.1735613,0.0
46.300000000000004,-0.2726965,0.1735613,0.0
46.31,-0.2726965,0.1735613,0.0
46.32,-0.2726965,0.1735613,0.0
46.33,-0.2726965,0.1735613,0.0
46.34,-0.2726965,0.1735613,0.0
46.35,-0.2726965,0.1735613,0.0
46.36,-0.2726965,0.1735613,0.0
46.37,-0.2726965,0.1735613,0.0
46.38,-0.2726965,0.1735613,0.0
46.39,-0.2726965,0.1735613,0.0
46.4,-0.2726965,0.1735613,0.0
46.410000000000004,-0.2726965,0.1735613,0.0
46.42,-0.2726965,0.1735613,0.0
46.43,-0.2726965,0.1735613,0.0
46.44,-0.2726965,0.1735613,0.0
46.45,-0.2726965,0.1735613,0.0
46.46,-0.2726965,0.1735613,0.0
46.47,-0.2726965,0.1735613,0.0
46.480000000000004,-0.2726965,0.1735613,0.0
46.49,-0.2726965,0.1735613,0.0
46.5,-0.2726965,0.1735613,0.0
46.51,-0.2726965,0.1735613,0.0
46.52,-0.2726965,0.1735613,0.0
46.53,-0.2726965,0.1735613,0.0
46.54,-0.2726965,0.1735613,0.0
46.550000000000004,-0.2726965,0.1735613,0.0
46.56,-0.2726965,0.1735613,0.0
46.57,-0.2726965,0.1735613,0.0
46.58,-0.2726965,0.1735613,0.0
46.59,-0.2726965,0.1735613,0.0
46.6,-0.2726965,0.1735613,0.0
46.61,-0.2726965,0.1735613,0.0
46.62,-0.2726965,0.1735613,0.0
46.63,-0.2726965,0.1735613,0.0
46.64,-0.2726965,0.1735613,0.0
46.65,-0.2726965,0.1735613,0.0
46.660000000000004,-0.2726965,0.1735613,0.0
46.67,-0.2726965,0.1735613,0.0
46.68,-0.2726965,0.1735613,0.0
46.69,-0.2726965,0.1735613,0.0
46.7,-0.2726965,0.1735613,0.0
46.71,-0.2726965,0.1735613,0.0
46.72,-0.2726965,0.1735613,0.0
46.730000000000004,-0.2726965,0.1735613,0.0
46.74,-0.2726965,0.1735613,0.0
46.75,-0.2726965,0.1735613,0.0
46.76,-0.2726965,0.1735613,0.0
46.77,-0.2726965,0.1735613,0.0
46.78,-0.2726965,0.1735613,0.0
46.79,-0.2726965,0.1735613,0.0
46.800000000000004,-0.2726965,0.1735613,0.0
46.81,-0.2726965,0.1735613,0.0
46.82,-0.2726965,0.1735613,0.0
46.83,-0.2726965,0.1735613,0.0
46.84,-0.2726965,0.1735613,0.0
46.85,-0.2726965,0.1735613,0.0
46.86,-0.2726965,0.1735613,0.0
46.87,-0.2726965,0.1735613,0.0
46.88,-0.2726965,0.1735613,0.0
46.89,-0.2726965,0.1735613,0.0
46.9,-0.2726965,0.1735613,0.0
46.910000000000004,-0.2726965,0.1735613,0.0
46.92,-0.2726965,0.1735613,0.0
46.93,-0.2726965,0.1735613,0.0
46.94,-0.2726965,0.1735613,0.0
46.95,-0.2726965,0.1735613,0.0
46.96,-0.2726965,0.1735613,0.0
46.97,-0.2726965,0.1735613,0.0
46.980000000000004,-0.2726965,0.1735613,0.0
46.99,-0.2726965,0.1735613,0.0
47.0,-0.2726965,0.1735613,0.0
47.01,-0.2726965,0.1735613,0.0
47.02,-0.2726965,0.1735613,0.0
47.03,-0.2726965,0.1735613,0.0
47.04,-0.2726965,0.1735613,0.0
47.050000000000004,-0.2726965,0.1735613,0.0
47.06,-0.2726965,0.1735613,0.0
47.07,-0.2726965,0.1735613,0.0
47.08,-0.2726965,0.1735613,0.0
47.09,-0.2726965,0.1735613,0.0
47.1,-0.2726965,0.1735613,0.0
47.11,-0.2726965,0.1735613,0.0
47.12,-0.2726965,0.1735613,0.0
47.13,-0.2726965,0.1735613,0.0
47.14,-0.2726965,0.1735613,0.0
47.15,-0.2726965,0.1735613,0.0
47.160000000000004,-0.2726965,0.1735613,0.0
47.17,-0.2726965,0.1735613,0.0
47.18,-0.2726965,0.1735613,0.0
47.19,-0.2726965,0.1735613,0.0
47.2,-0.2726965,0.1735613,0.0
47.21,-0.2726965,0.1735613,0.0
47.22,-0.2726965,0.1735613,0.0
47.230000000000004,-0.2726965,0.1735613,0.0
47.24,-0.2726965,0.1735613,0.0
47.25,-0.2726965,0.1735613,0.0
47.26,-0.2726965,0.1735613,0.0
47.27,-0.2726965,0.1735613,0.0
47.28,-0.2726965,0.1735613,0.0
47.29,-0.2726965,0.1735613,0.0
47.300000000000004,-0.2726965,0.1735613,0.0
47.31,-0.2726965,0.1735613,0.0
47.32,-0.2726965,0.1735613,0.0
47.33,-0.2726965,0.1735613,0.0
47.34,-0.2726965,0.1735613,0.0
47.35,-0.2726965,0.1735613,0.0
47.36,-0.2726965,0.1735613,0.0
47.37,-0.2726965,0.1735613,0.0
47.38,-0.2726965,0.1735613,0.0
47.39,-0.2726965,0.1735613,0.0
47.4,-0.2726965,0.1735613,0.0
47.410000000000004,-0.2726965,0.1735613,0.0
47.42,-0.2726965,0.1735613,0.0
47.43,-0.2726965,0.1735613,0.0
47.44,-0.2726965,0.1735613,0.0
47.45,-0.2726965,0.1735613,0.0
47.46,-0.2726965,0.1735613,0.0
47.47,-0.2726965,0.1735613,0.0
47.480000000000004,-0.2726965,0.1735613,0.0
47.49,-0.2726965,0.1735613,0.0
47.5,-0.2726965,0.1735613,0.0
47.51,-0.2726965,0.1735613,0.0
47.52,-0.2726965,0.1735613,0.0
47.53,-0.2726965,0.1735613,0.0
47.54,-0.2726965,0.1735613,0.0
47.550000000000004,-0.2726965,0.1735613,0.0
47.56,-0.2726965,0.1735613,0.0
47.57,-0.2726965,0.1735613,0.0
47.58,-0.2726965,0.1735613,0.0
47.59,-0.2726965,0.1735613,0.0
47.6,-0.2726965,0.1735613,0.0
47.61,-0.2726965,0.1735613,0.0
47.62,-0.2726965,0.1735613,0.0
47.63,-0.2726965,0.1735613,0.0
47.64,-0.2726965,0.1735613,0.0
47.65,-0.2726965,0.1735613,0.0
47.660000000000004,-0.2726965,0.1735613,0.0
47.67,-0.2726965,0.1735613,0.0
47.68,-0.2726965,0.1735613,0.0
47.69,-0.2726965,0.1735613,0.0
47.7,-0.2726965,0.1735613,0.0
47.71,-0.2726965,0.1735613,0.0
47.72,-0.2726965,0.1735613,0.0
47.730000000000004,-0.2726965,0.1735613,0.0
47.74,-0.2726965,0.1735613,0.0
47.75,-0.2726965,0.1735613,0.0
47.76,-0.2726965,0.1735613,0.0
47.77,-0.2726965,0.1735613,0.0
47.78,-0.2726965,0.1735613,0.0
